1-0001.wav|un área salvaje a diferencia de esas en las que el hombre y su obra dominan el paisaje se define por la presente como aquella en la que la tierra y su ecosistema no han sido afectados por el hombre
1-0002.wav|y en la que el hombre no es más que un visitante que no habita el lugar ley de áreas salvajes mil novecientos sesenta y cuatro
10-0001.wav|ocho amanecermirad esta foto de once zombis
10-0002.wav|cuatro de ellos son identificables son infiltrados antifasesto no es un ataque externo en ningún brote es una conspiración de esos izquierdosos permanecer atentos sy contádselo a todo el mundo en dos palabras noticias falsas
10-0003.wav|usuario comancobra en r barraconspiración respondiendo a la pregunta qué es lo más raro que habéis visto estando solos
10-0004.wav|venga ya qué coño ocurre aquí  pregunto jickni idea respondió jeanah mientras tam borileaba con los dedos en el sucios al picadero de su pequeño honda zivic
10-0005.wav|había llamado a su amigo zik lo había despertado de un sueño muy profundo para pedirle que la acompañara le había contado lo que estaba pasando y luego le había dicho que aquella podía ser la última vez que quedaba en mucho tiempo que no lo sabía
10-0006.wav|él no perdió la oportunidad porque a zick le gustaba jana le gustaba muchovamos que quería tirársela puede que hasta sintiese algo más profundo por ella qué asco
10-0007.wav|él no sabía que ella lo sabía pero baya si lo sabía el tío tampoco es que lo ocultara mucho siempre la miraba con la boca abíerta y hacía todo lo que ella le decía algo de lo que a lo mejor se había aprovechado un poquito perdón un mucho joder
10-0008.wav|se mandaron un par de mensajes directos por twitter después al móvil directamente y luego alguna que otra fotoél siempre estaba disponible para ella cuando quería quejarse de algo o de alguien
10-0009.wav|puede que fuese su mejor amigo él la quería pero ella no lo correspondía
10-0010.wav|eso nunca se dijozick se inclinó sobre el volante tenía las extremidades largas y fibrosas de un slender-man despatarrado un analiz larga como la de adriam brodi y la barbilla parecida a la del duende verde
10-0011.wav|era muy probable que terminase creciendo y llegase a ser alto y guapo pero en aquel momento era un conglomerado de partes desmañada sin ton ni son
10-0012.wav|le pasó la hierba un vapeador que llamaba la varitaque eres un poco de magia  preguntó
10-0013.wav|yana le había pedido algo para fumar y el se lo había llevado pero ahora que lo tenía adelante no estaba muy segura no debería colocarme joer en serio yo pensaba que querías hacer justo lo contrario no sé dame un segundo
10-0014.wav|el coche estaba en el arcen de la vieja ruta cuatrocientos cuarenta y tresdetrás de ellos había unos pinos vigilantes que parecían bayonetas de soldados muertos clavados en la tierra moosa para marcar el lugar en el que habían fallecido
10-0015.wav|delante la capota del coche parecía señalar la carretera vacía los sonámbulos no habían llegado aún pero se dirigían hacia allí a menos que se desviasen llegarían en unos diez o quince minutos
10-0016.wav|los primeros en aparecer serían los policías un cochepatrulla iba delante del rebaño y otro lo seguía detrás
10-0017.wav|sianna se preguntó cuántos caminantes habría en esos momentos el día anterior después de que el señor blaymar falleciera los caminantes solo eran dos a medianoche se les habían unido otros seis y esa mañana otros tres
10-0018.wav|era muy probable que en ese momento fuesen más no era algo tan mecánico y exacto pero daba la impresión de que cada par de horas se unía uno más y tenía esa misma mirada perdida
10-0019.wav|y el mismo ritmo constante e inflexible yana bajó las manos y se masageó las pantorrillas a través de los vaqueros
10-0020.wav|caminar durante toda la noche la había dejado agotadadespués le preguntó a zick me has traído el desayuno sí claro respondió el que ya estaba un poco desconectado de la realidad
10-0021.wav|extendió la mano hacia la mochila y sacó una bolsa pequeña del wuawajna sacó de ella tres cosas un baguel de huevo y queso unas croquetas de patata y un doctor peper light jana se lo comió y se lo bebió todo
10-0022.wav|gracias dijo mientras le daba un buen mordisco al bagel de nada jig la miró mientras masticaba
10-0023.wav|lo siento por lo de nesi no quiero hablar del tema valeal terminar encontró una servilleta rota en el fonda de la bolsa y la usó para limpiarse la grasa de la punta de los dedos
10-0024.wav|me has traído lo otro  preguntó ella yo zik lo has traído  yana  de verdad que no se no sabes si lo has traído  no creo  que sea buena ideaella se embarólo necesito
10-0025.wav|mira yana no sea que viene esto  pero ya has hecho bastante por tu familia has hecho de madre  más tiempo del necesario cuando la tuya se marchó quizá sea el momento deno sé de pasar de todode dejar que la policía se encargue
10-0026.wav|no quiero que la policía se encarguezick se miró el regazo tía como mi padre senter y me mata es que me va a dar una patada en el culo con tanta fuerza que me llegará el sabor aobjete a la boca y se me quedará ahí durante semanas
10-0027.wav|no lo has traído entonces suspiró sí  que lo he traído vale bienhizo un gesto de impaciencia con las manos  como polillas in tranquilas que revolotearan en la hierba ante unos pasos que las espantan
10-0028.wav|vengaantes de que llegue la polísig volvió a extender la mano hacia el asiento de atrás y sacó otra bolsaesta era de papel marrón algo tintineó en su interior un sonido similar al de un carillón
10-0029.wav|jana abrió la bolsael cañón del revólver era corto como el hocico de un cerdo seis bala repiquetearon contra el acero azul lana enrolló la bolsa por la parte de arriba y luego la metió en la mochilagracias
10-0030.wav|ten cuidado no voy a usarla sólo es por si acaso por si acaso que no no lo sépor si acaso intentan hacerle a mi hermana lo mismo que un señor blaymyr
10-0031.wav|el sñor blaima era muerto  sabes lo séque han dicho en las noticias no mucho  todavía sólo que a habido una especie de accidente en granger hizo una pausa
10-0032.wav|pero sí que hay más cosas en las redes sociales he visto muchas movidas en twitterya no no podía preocuparse por algo así la gente no iba a entenderlo porque tampoco es que tuviese sentido
10-0033.wav|ni para ella ni para nadie seguro que alguien acudiría pronto a ayudar alguien que sí lo entendiesepero por ahora estaba sola
10-0034.wav|justo en ese momento vio las luces estroboscópicas del coche patrulla de la policía detrás de ellos avanzaba muy despacioy sabía que los caminantes lo seguían a poca distancia
10-0035.wav|te dejan acercarte  pregunta zick acercarme acercarme a nessino suelo caminar detrás de ellos  cómo piensas dormir ir al baño y esas cosas  no sé respondió ella
10-0036.wav|tengo un saco de dormir y también un poco de dinero
10-0037.wav|pero si dualmente van a delantar y seguirán caminando cómo los vas a coger después la ravia esta llo de repente en su interior pues no lo sé  vale no van a seguir caminando por toda la eternidad tendrán que parar o caer rendidos
10-0038.wav|él abrió la boca para añadir algo una de las costumbres más fastidiosas de zick hacer preguntas y preguntas y preguntas como si te hiciese un punto cuestionario del basfit
10-0039.wav|pero ya no lo interrumpió la que está ahí es mi hermana  vale tengo que hacerlo no creo que siga para siempre terminará pronto
10-0040.wav|lo dijo sin confianza alguna en sus palabras lo predijo por pura esperanza y sabía que la esperanza no se basaba para nada en la realidady si no pues seguiré caminando hasta que se me caigan los pies
11-0001.wav|nvla mosca en la sopala presidenta jant ha declarado que i cito textualmente es consciente de la situación en makers ville pensilvania y sigue con atención a los acontecimientos
11-0002.wav|no es algo que inspire mucha confianza  verdad gente creedme que ella sí que sabe que está pasando ahí quizá sea un ataque de corea del norte o quiz sea algo interno
11-0003.wav|todos sabemos que el cédece y la fema son organismos corruptos o no la verdad saldrá a la luz mientras no dejemos de quejarnos que os sirva de recordatorio en noviembre podremos obligar a hunt hacer las maleta si todos votamos a edgril
11-0004.wav|hiram golden en supotcast la hora de goldencuatro de julio pine grove pensilvania
11-0005.wav|veinegrove no era gran cosa poco más que unas casas viejas desperdigadas negocios en la ruina y estacionamientos para autocarabanas había pinos eso sí por todas partes altos y amenazantes como centinelas
